,Day,Date,team,team_opp,season,score,score_opp,home,result,# Pl,Age,MP,Starts,Gls,Ast,G+A,G-PK,PK,PKatt,Gls90,Ast90,G+A90,G-PK90,G+A-PK,Min%,Subs,Mn/Sub,PPM,onG,onGA,+/-,# Pl.1,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,SoT,SoT/90,G/SoT,Fls,# Pl_opp,Age_opp,MP_opp,Starts_opp,Gls_opp,Ast_opp,G+A_opp,G-PK_opp,PK_opp,PKatt_opp,Gls90_opp,Ast90_opp,G+A90_opp,G-PK90_opp,G+A-PK_opp,season_opp,Min%_opp,Subs_opp,Mn/Sub_opp,PPM_opp,onG_opp,onGA_opp,+/-_opp,# Pl_opp.1,Min_opp,GA_opp,GA90_opp,SoTA_opp,Saves_opp,Save%_opp,W_opp,D_opp,L_opp,CS_opp,CS%_opp,SoT_opp,SoT/90_opp,G/SoT_opp,Fls_opp,opp_code,day_code
2550,Wed,2020-11-25,Bayern Munich,RB Salzburg,2020,3,1,1,1,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,2020,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,72,5
2551,Wed,2020-11-25,AtlÃ©tico Madrid,Loko Moscow,2020,0,0,1,2,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,2020,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,45,5
2552,Wed,2020-11-25,Ajax,Midtjylland,2020,3,1,1,1,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,2020,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72,54,5
2553,Wed,2020-11-25,Inter,Real Madrid,2020,0,2,1,0,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,2020,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125,74,5
2554,Wed,2020-11-25,Marseille,Porto,2020,0,2,1,0,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,2020,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131,69,5
2555,Wed,2020-11-25,Liverpool,Atalanta,2020,0,2,1,0,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,2020,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93,5,5
2556,Wed,2020-11-25,Olympiacos,Manchester City,2020,0,1,1,0,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,2020,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132,51,5
2557,Wed,2020-11-25,M'Gladbach,Shakhtar,2020,4,0,1,1,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2020,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52,83,5
2558,Wed,2020-11-25,Loko Moscow,AtlÃ©tico Madrid,2020,0,0,0,2,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,2020,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,7,5
2559,Wed,2020-11-25,RB Salzburg,Bayern Munich,2020,1,3,0,0,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,2020,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,13,5
2560,Tue,2020-12-01,Bayern Munich,AtlÃ©tico Madrid,2020,1,1,0,2,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,2020,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,7,4
2561,Tue,2020-12-01,Ajax,Liverpool,2020,0,1,0,0,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,2020,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124,44,4
2562,Tue,2020-12-01,Manchester City,Porto,2020,0,0,0,2,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,2020,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131,69,4
2563,Tue,2020-12-01,RB Salzburg,Loko Moscow,2020,3,1,0,1,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,2020,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,45,4
2564,Tue,2020-12-01,Olympiacos,Marseille,2020,1,2,0,0,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,2020,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75,53,4
2565,Tue,2020-12-01,Midtjylland,Atalanta,2020,1,1,0,2,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,2020,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93,5,4
2566,Tue,2020-12-01,Inter,M'Gladbach,2020,3,2,0,1,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,2020,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104,48,4
2567,Tue,2020-12-01,AtlÃ©tico Madrid,Bayern Munich,2020,1,1,1,2,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,2020,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,13,4
2568,Tue,2020-12-01,M'Gladbach,Inter,2020,2,3,1,0,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,2020,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76,36,4
2569,Tue,2020-12-01,Atalanta,Midtjylland,2020,1,1,1,2,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,2020,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72,54,4
2570,Tue,2020-12-01,Marseille,Olympiacos,2020,2,1,1,1,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,2020,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72,63,4
2571,Tue,2020-12-01,Loko Moscow,RB Salzburg,2020,1,3,1,0,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,2020,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,72,4
2572,Tue,2020-12-01,Porto,Manchester City,2020,0,0,1,2,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,2020,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132,51,4
2573,Tue,2020-12-01,Liverpool,Ajax,2020,1,0,1,1,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,2020,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89,2,4
2574,Tue,2020-12-01,Shakhtar,Real Madrid,2020,2,0,1,1,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,2020,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125,74,4
2575,Tue,2020-12-01,Real Madrid,Shakhtar,2020,0,2,0,0,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2020,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52,83,4
2576,Wed,2020-12-02,Dortmund,Lazio,2020,1,1,1,2,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,2020,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76,39,5
2577,Wed,2020-12-02,Lazio,Dortmund,2020,1,1,0,2,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,2020,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98,25,5
2578,Wed,2020-12-02,RB Leipzig,BaÅakÅehir,2020,4,3,0,1,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129,21,29.5,6,66,7,5,12,7,0,0,1.17,0.83,2.0,1.17,2.0,2020,100,26,22,0.5,7,18,-11,1,540,18,3.0,36,18,55.6,1,0,5,0,0.0,22,3.67,0.32,71,14,5
2579,Wed,2020-12-02,Zenit,Club Brugge,2020,0,3,0,0,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,2020,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,23,5
2580,Wed,2020-12-02,Dynamo Kyiv,Juventus,2020,0,3,0,0,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,2020,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118,37,5
2581,Wed,2020-12-02,FerencvÃ¡ros,Barcelona,2020,0,3,1,0,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,2020,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82,11,5
2582,Wed,2020-12-02,Barcelona,FerencvÃ¡ros,2020,3,0,0,1,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,2020,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,29,5
2583,Wed,2020-12-02,Chelsea,Sevilla,2020,4,0,0,1,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,2020,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,82,5
2584,Wed,2020-12-02,Krasnodar,Rennes,2020,1,0,1,1,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,2020,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102,77,5
2585,Wed,2020-12-02,BaÅakÅehir,RB Leipzig,2020,3,4,1,0,21,29.5,6,66,7,5,12,7,0,0,1.17,0.83,2.0,1.17,2.0,100,26,22,0.5,7,18,-11,1,540,18,3.0,36,18,55.6,1,0,5,0,0.0,22,3.67,0.32,71,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,2020,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129,71,5
2586,Wed,2020-12-02,Club Brugge,Zenit,2020,3,0,1,1,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,2020,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70,98,5
2587,Wed,2020-12-02,Juventus,Dynamo Kyiv,2020,3,0,1,1,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,2020,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66,26,5
2588,Wed,2020-12-02,Rennes,Krasnodar,2020,0,1,0,0,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,2020,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70,38,5
2589,Wed,2020-12-02,Sevilla,Chelsea,2020,0,4,1,0,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,2020,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181,22,5
2590,Tue,2020-12-08,Zenit,Dortmund,2020,1,2,1,0,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,2020,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98,25,4
2591,Tue,2020-12-08,Chelsea,Krasnodar,2020,1,1,1,2,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,2020,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70,38,4
2592,Tue,2020-12-08,FerencvÃ¡ros,Dynamo Kyiv,2020,0,1,0,0,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,2020,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66,26,4
2593,Tue,2020-12-08,Manchester Utd,RB Leipzig,2020,2,3,0,0,23,25.7,6,66,14,7,21,10,4,4,2.33,1.17,3.5,1.67,2.83,100,27,22,1.5,15,10,5,2,540,10,1.67,24,15,58.3,3,0,3,1,16.7,32,5.33,0.31,81,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,2020,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129,71,4
2594,Tue,2020-12-08,Sevilla,Rennes,2020,3,1,0,1,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,2020,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102,77,4
2595,Tue,2020-12-08,Lazio,Club Brugge,2020,2,2,1,2,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,2020,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,23,4
2596,Tue,2020-12-08,Dortmund,Zenit,2020,2,1,0,1,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,2020,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70,98,4
2597,Tue,2020-12-08,Juventus,Barcelona,2020,3,0,0,1,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,2020,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82,11,4
2598,Tue,2020-12-08,Club Brugge,Lazio,2020,2,2,0,2,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,2020,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76,39,4
2599,Tue,2020-12-08,Dynamo Kyiv,FerencvÃ¡ros,2020,1,0,1,1,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,2020,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,29,4
2600,Tue,2020-12-08,RB Leipzig,Manchester Utd,2020,3,2,1,1,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129,23,25.7,6,66,14,7,21,10,4,4,2.33,1.17,3.5,1.67,2.83,2020,100,27,22,1.5,15,10,5,2,540,10,1.67,24,15,58.3,3,0,3,1,16.7,32,5.33,0.31,81,52,4
2601,Tue,2020-12-08,Rennes,Sevilla,2020,1,3,1,0,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,2020,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,82,4
2602,Tue,2020-12-08,Barcelona,Juventus,2020,0,3,1,0,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,2020,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118,37,4
2603,Tue,2020-12-08,Krasnodar,Chelsea,2020,1,1,0,2,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,2020,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181,22,4
